event_source_concept_id,target_concept_id
41463-1,6332
41464-9,659
41465-6,659
41466-4,659
41467-2,662
41470-6,4117
41472-2,325
41487-0,290
41488-8,290
41494-6,274
41499-5,3337
41500-0,274
41501-8,1772
41502-6,274
41504-2,274
41507-5,1766
41511-7,5204
41512-5,3778
41513-3,4122
41514-1,4122
41515-8,4122
41516-6,4122
41599-2,5231
416-8,270
41600-8,5231
41601-6,5231
41602-4,5231
41607-3,559
41616-4,162
41619-8,1117
41624-8,5291
41627-1,5291
41630-5,237
41632-1,237
41634-7,237
41635-4,237
41647-9,999
41648-7,1680
41658-6,270
41659-4,270
41660-2,270
41661-0,270
41662-8,270
41663-6,270
41664-4,270
41665-1,270
41666-9,270
41667-7,270
41668-5,270
41669-3,270
41670-1,270
41671-9,270
41672-7,270
41673-5,270
41674-3,270
41675-0,270
41676-8,270
41677-6,270
41678-4,270
41679-2,270
41680-0,270
41681-8,270
41682-6,270
41683-4,270
41684-2,270
41685-9,270
41686-7,270
41687-5,270
41688-3,270
41689-1,270
41690-9,270
41691-7,270
41692-5,270
41693-3,270
41694-1,270
41695-8,270
41696-6,270
41697-4,270
41698-2,270
41699-0,270
417-6,270
41700-6,270
41701-4,270
41702-2,270
41703-0,270
41704-8,270
41705-5,270
41706-3,270
41707-1,270
41708-9,270
41709-7,270
41710-5,270
41711-3,270
41713-9,270
41714-7,270
41715-4,270
41716-2,270
41717-0,270
41718-8,270
41719-6,270
41720-4,270
41721-2,270
41722-0,270
41723-8,270
41724-6,270
41725-3,270
41726-1,270
41727-9,270
41728-7,270
41729-5,270
41730-3,270
41731-1,270
41732-9,270
41733-7,270
41734-5,270
41735-2,270
41736-0,270
41737-8,270
41738-6,270
41739-4,270
41740-2,270
41742-8,1201
41761-8,1671
418-4,277
41850-9,1204
41855-8,237
41862-4,70
41864-0,5201
41867-3,1013
41868-1,5201
41870-7,969
41874-9,1204
41994-5,1103
41995-2,1577
41997-8,638
41998-6,638
42-2,277
420-0,270
42002-6,638
42003-4,4124
42005-9,1253
421-8,270
42181-8,1498
42188-3,1103
42189-1,1103
42198-2,1204
422-6,277
42200-6,1455
42201-4,1458
42204-8,1106
42206-3,1814
42207-1,1385
42208-9,1816
42210-5,5230
42235-2,667
42237-8,1302
42238-6,1302
42239-4,1302
42244-4,1120
42245-1,1120
42246-9,1120
42247-7,1120
42248-5,1120
42250-1,1104
42254-3,1453
42327-7,1630
42339-2,392
42340-0,1755
42350-9,270
42351-7,270
42352-5,270
42353-3,270
42354-1,270
42355-8,270
42356-6,270
42357-4,270
42358-2,1691
424-2,270
42481-2,4127
42482-0,635
42483-8,635
42484-6,635
42493-7,478
425-9,270
42516-5,3337
42524-9,1630
42528-0,1662
42531-4,75
42572-8,461
42575-1,968
42576-9,1659
42577-7,968
42578-5,219
42583-5,1205
42586-8,1662
42588-4,5258
42594-2,1204
42595-9,4120
426-7,277
42607-2,884
42608-0,1103
42617-1,4124
42619-7,1103
42620-5,1103
42622-1,1103
42628-8,1103
42637-9,1821
42639-5,1183
42642-9,274
42651-0,274
42655-1,274
42662-7,1667
42663-5,1180
42664-3,1180
42668-4,1630
42671-8,364
42674-2,5201
42716-1,4101
42717-9,4101
42720-3,270
42729-4,1460
42730-2,1460
42731-0,1460
42732-8,1460
42733-6,1460
42734-4,1460
42735-1,1103
42736-9,1103
42737-7,1103
42738-5,1103
42739-3,1460
42740-1,1460
42741-9,1460
42742-7,1460
42743-5,1460
42744-3,1460
42745-0,1460
42746-8,1460
42747-6,1460
42748-4,1460
42749-2,1460
42750-0,1460
42751-8,1460
42752-6,1460
42753-4,1460
42754-2,1460
42755-9,1460
42756-7,1460
42757-5,7335
42759-1,1103
42772-4,1028
42773-2,5201
42775-7,5210
428-3,270
42804-5,280
42805-2,280
42810-2,1109
42815-1,1204
42817-7,1103
42818-5,1103
42856-5,1659
42860-7,659
42863-1,1204
42866-4,1103
42868-0,1103
42869-8,1103
42870-6,1103
42874-8,1103
42876-3,1103
42878-9,1103
42880-5,1103
42886-2,1103
42889-6,1103
42894-6,968
42898-7,1827
429-1,270
42900-1,1205
42901-9,1659
42908-4,1104
42923-3,1204
42926-6,1104
42930-8,1103
42936-5,1494
42951-4,1204
430-9,277
43057-9,3309
43061-1,1307
43062-9,1307
43064-5,1254
43114-8,638
43115-5,638
43170-0,24
43176-7,567
43180-9,3744
43182-5,1457
43185-8,389
43192-4,3337
43193-2,3337
432-5,270
43202-1,1472
43209-6,24
43210-4,24
43211-2,24
43212-0,693
43214-6,5209
43225-2,4340
43227-8,287
43230-2,659
43231-0,1459
43234-4,1472
43247-6,477
43248-4,477
43249-2,2009
43269-0,270
43271-6,270
43272-4,270
43276-5,1204
43282-3,3786
433-3,270
43302-9,1479
43303-7,1183
43330-0,1253
43343-3,1253
43359-9,455
43361-5,1460
43362-3,1460
43363-1,1460
43366-4,4245
43371-4,5207
43374-8,1204
43375-5,1205
43383-9,5209
43384-7,5204
43385-4,5204
43386-2,5203
43391-2,5204
43398-7,5204
434-1,277
43400-1,5204
43402-7,1124
43407-6,5215
43408-4,5215
43410-0,5204
43411-8,5210
43415-9,1106
43426-6,5209
43441-5,5230
43442-3,5210
43573-5,1302
43587-5,1205
43588-3,3778
43590-9,1766
43591-7,1205
43592-5,1205
43596-6,1205
436-6,270
43602-2,4328
43605-5,1133
43606-3,1133
43607-1,1133
43610-5,4207
43611-3,4207
43612-1,4207
43613-9,4207
43618-8,1701
43628-7,2009
43629-5,1663
43689-9,1181
43691-5,1204
43692-3,1204
43696-4,4230
43697-2,4230
437-4,270
43743-4,1104
43755-8,219
438-2,277
43803-6,4004
43810-1,1773
43823-4,6307
43826-7,7415
43828-3,667
43836-6,1572
43841-6,1204
43842-4,1301
43845-7,1308
43869-7,188
43879-6,5209
43890-3,5210
43905-9,1253
43909-1,5209
43910-9,4362
43913-3,5258
43928-1,1316
43932-3,1452
43941-4,1204
43942-2,703
43944-8,1122
43952-1,1103
43957-0,1103
43962-0,1103
43975-2,672
43976-0,1770
43978-6,3777
43979-4,253
43981-0,7402
43982-8,7402
43986-9,274
43987-7,274
43988-5,274
43989-3,274
43990-1,274
43991-9,274
43997-6,4004
44-8,270
440-8,270
44007-3,1103
44013-1,477
44014-9,638
44015-6,5231
44017-2,1104
44018-0,5231
44022-2,5204
44023-0,5204
44025-5,6307
44026-3,6307
44029-7,6307
44030-5,6307
44031-3,6307
44032-1,6307
44038-8,5222
44039-6,5213
44048-7,5209
44049-5,1659
44056-0,1103
44061-0,1103
44065-1,1103
44070-1,1103
44075-0,219
44076-8,7302
44078-4,477
44082-6,1573
44085-9,1414
44086-7,1140
44092-5,5202
44094-1,5204
44095-8,1104
44097-4,1104
44098-2,5222
441-6,270
442-4,277
44241-8,5204
44242-6,5202
44243-4,5204
44244-2,5204
44245-9,5204
44246-7,5204
44247-5,5204
44248-3,5204
44269-9,5291
44270-7,5291
44271-5,5291
44274-9,237
44275-6,5222
44281-4,455
44285-5,991
44286-3,991
44288-9,466
44289-7,1701
44293-9,635
44294-7,635
44295-4,463
44296-2,991
44297-0,455
44299-6,991
44301-0,991
44302-8,991
44303-6,321
44306-9,2013
44308-5,7310
44309-3,476
44312-7,991
44316-8,477
44329-1,991
44332-5,1456
44334-1,991
44335-8,991
44336-6,2012
44337-4,477
44338-2,991
44341-6,477
44342-4,477
44344-0,991
44348-1,991
44349-9,991
44353-1,638
44355-6,455
44359-8,991
44360-6,991
44361-4,991
44362-2,991
44365-5,991
44368-9,991
44372-1,991
44377-0,991
44378-8,991
44379-6,1204
44381-2,1204
44382-0,219
44386-1,991
44388-7,1620
44390-3,663
44391-1,1183
44392-9,1183
44393-7,1183
44396-0,7422
44398-6,991
444-0,270
44403-4,991
44405-9,2005
44406-7,2005
44411-7,991
44412-5,461
44413-3,991
44414-1,991
44415-8,991
44417-4,991
44418-2,467
44424-0,659
44429-9,1572
44431-5,1460
44432-3,1460
44435-6,4362
44436-4,4362
44437-2,4362
44447-1,1460
44448-9,1460
44449-7,1460
44455-4,1301
44463-8,4230
44464-6,4230
44465-3,4230
44466-1,4230
44467-9,4230
44468-7,4230
44484-4,4230
44485-1,4230
44486-9,4230
44487-7,4230
44488-5,4230
44489-3,4230
44490-1,4230
44494-3,1746
445-7,270
44513-0,4228
44514-8,4230
44515-5,4230
44516-3,4228
44521-3,1753
44529-6,4336
44530-4,4336
44539-5,1754
44540-3,1754
44545-2,24
44546-0,4127
44547-8,24
44548-6,24
44549-4,4127
44550-2,4127
44551-0,24
44555-1,1572
44556-9,1729
44558-5,4240
44559-3,4240
44560-1,4240
44561-9,4240
44564-3,4241
44568-4,1732
44571-8,4240
44572-6,4240
44573-4,4240
44574-2,4240
44575-9,4241
44580-9,1755
44581-7,1755
44587-4,1572
44588-2,1620
44589-0,1616
44591-6,1620
44593-2,1620
44595-7,1620
44597-3,1572
44598-1,1620
44599-9,1616
446-5,277
44600-5,1620
44601-3,1572
44602-1,1620
44603-9,1616
44604-7,1620
44605-4,1616
4464-4,78
4469-3,1145
44707-8,1614
44711-0,2001
44712-8,7310
44713-6,7310
44716-9,627
44721-9,1104
44723-5,1106
44731-8,779
44732-6,779
44733-4,996
44751-6,1465
44752-4,1465
44754-0,1742
44755-7,1742
4476-8,1810
4477-6,1810
44771-4,3778
448-1,270
44812-6,5222
44813-4,4126
44814-2,3248
44816-7,6361
44823-3,1252
44825-8,1252
44826-6,1741
44827-4,1252
44837-3,477
44838-1,478
44839-9,7402
44840-7,280
44841-5,5222
44842-3,5222
44843-1,5222
44844-9,5222
44845-6,5222
44846-4,5222
44847-2,5201
44848-0,5222
44849-8,5201
4485-9,1811
44850-6,5222
44851-4,1241
44852-2,1241
44853-0,5222
44854-8,1241
44855-5,1241
44856-3,5222
44857-1,5222
44858-9,5222
44859-7,5222
44864-7,461
44869-6,4336
44873-8,389
449-9,270
44908-2,468
44909-0,466
44911-6,1572
44912-4,1572
44913-2,1572
44914-0,1572
44915-7,2001
44918-1,477
44919-9,552
44920-7,1120
44921-5,1120
44922-3,1120
44923-1,1120
44924-9,477
44925-6,1803
44926-4,1803
44927-2,1803
44928-0,1803
44929-8,1803
44930-6,1803
44931-4,1803
44932-2,1572
44935-5,1803
44936-3,1803
44938-9,1741
44946-2,1302
44947-0,1302
44948-8,1302
44949-6,1302
44950-4,182
4498-2,1812
45-5,270
450-7,277
45000-7,1307
45001-5,1307
45003-1,1307
45021-3,478
45025-4,1180
45026-2,1180
45028-8,1180
45029-6,1181
45030-4,1181
45031-2,1180
45034-6,244
45035-3,5222
45036-1,244
45037-9,5233
45038-7,244
45039-5,237
45040-3,1333
45043-7,5222
45044-5,244
45046-0,244
45049-4,462
45050-2,462
45084-1,5204
45090-8,5204
45091-6,5204
45092-4,5209
45093-2,5203
45094-0,5213
45095-7,5204
45096-5,5209
45097-3,5203
45098-1,5204
45099-9,5231
45100-5,5204
45101-3,5209
45103-9,5291
45104-7,5203
45105-4,5203
45106-2,5204
45107-0,5204
45108-8,5291
45109-6,5291
45112-0,5291
45113-8,5204
45114-6,5204
45115-3,5291
45131-0,5291
45132-8,5209
45133-6,5209
45142-7,1457
45143-5,659
45144-3,663
45151-8,1463
45158-3,1183
45165-8,1301
45171-6,1481
45175-7,805
45176-5,805
45185-6,659
45186-4,1205
45187-2,270
45189-8,1301
45193-0,1103
45194-8,7402
452-3,270
45208-6,1114
45210-2,1747
45212-8,390
45215-1,274
45225-0,1481
45227-6,1205
45228-4,1323
45275-5,5219
45276-3,5219
45293-8,7317
453-1,270
45308-4,1501
45309-2,1501
45311-8,1501
45313-4,638
45314-2,638
45315-9,638
45318-3,638
45319-1,638
4532-8,316
45336-5,244
4536-9,999
4537-7,1124
45379-5,1630
4538-5,1124
45380-3,1104
45381-1,1104
45383-7,221
45384-5,2009
45385-2,2009
45386-0,219
45387-8,2009
45388-6,2009
45389-4,2009
45390-2,219
45391-0,219
454-9,277
4542-7,1000
4544-3,1104
4545-0,2108
4546-8,1114
4547-6,1120
4548-4,1577
4549-2,1577
4550-0,1120
4551-8,1120
4552-6,1114
4553-4,1114
4554-2,1113
4555-9,1120
4556-7,1114
4557-5,1113
4558-3,1114
4559-1,1113
456-4,270
4560-9,1120
4561-7,1114
4562-5,1113
4563-3,1120
4564-1,1120
4565-8,1114
4566-6,1113
4567-4,1114
4568-2,1113
4569-0,1120
457-2,270
4570-8,1114
4571-6,1113
4572-4,1120
4573-2,1114
4574-0,1113
4575-7,1120
4576-5,1120
4577-3,1114
4578-1,1113
4579-9,1120
458-0,277
4580-7,1120
4581-5,1114
4582-3,1113
4583-1,1114
4584-9,1113
4585-6,1114
4586-4,1113
4587-2,1114
4588-0,1120
4589-8,1114
4590-6,1113
4591-4,1114
4592-2,1113
4593-0,1114
4594-8,1113
4595-5,1114
4596-3,1113
4597-1,1120
4598-9,1114
4599-7,1113
46-3,277
460-6,270
4600-3,1120
4601-1,1114
4602-9,1113
4603-7,1120
4604-5,1114
4605-2,1113
4606-0,1120
4607-8,1120
4608-6,1120
46080-8,1103
46082-4,4241
46083-2,4241
4609-4,1120
46099-8,578
461-4,270
4610-2,1120
4611-0,1114
4612-8,1113
46126-9,1830
46127-7,1000
46128-5,1828
4613-6,1114
46130-1,1817
46131-9,5207
46133-5,219
46134-3,219
46135-0,219
46136-8,219
46137-6,2009
46138-4,2009
4614-4,1113
4615-1,1114
4616-9,1113
4617-7,1114
4618-5,1113
4619-3,1120
462-2,277
4621-9,1120
4622-7,1114
46227-5,1665
4623-5,1113
46234-1,1103
46235-8,1103
46237-4,1103
4625-0,1120
4626-8,1120
46266-3,1463
46267-1,1463
46268-9,1151
4627-6,1120
46270-5,1151
46274-7,1153
46276-2,1146
4628-4,1120
4629-2,1114
4630-0,1113
4632-6,1120
4633-4,2109
4638-3,1120
4639-1,1120
464-8,270
46419-8,221
46421-4,219
46423-0,1104
46429-7,1416
46430-5,1416
46431-3,1416
46435-4,1452
465-5,270
4659-9,1102
466-3,277
4662-3,1104
4665-6,1533
4667-2,1112
46702-7,221
46707-6,1202
46708-4,1202
46709-2,1201
4671-4,191
46710-0,1202
46711-8,1202
46712-6,1202
46713-4,1202
46714-2,1202
46716-7,1809
46719-1,274
4672-2,1027
46721-7,1204
46722-5,1103
46729-0,1622
46730-8,5204
46759-7,1120
46760-5,1120
4677-1,1025
4679-7,1109
468-9,270
4680-5,192
469-7,270
46966-8,1103
46967-6,1103
46968-4,1103
46976-7,1667
46977-5,1662
46978-3,1660
46979-1,1662
46980-9,1662
46982-5,1472
46983-3,534
470-5,277
47008-8,1478
47030-2,1460
47052-6,1308
47054-2,3337
47055-9,3337
47056-7,3337
47057-5,3337
47058-3,3337
47059-1,3337
47060-9,3337
47061-7,3337
47062-5,3337
47072-4,1719
47074-0,1456
47076-5,3337
47077-3,3337
47078-1,3337
47079-9,3337
47080-7,3337
47081-5,3337
47082-3,3337
47084-9,1479
47092-2,1821
47096-3,1679
472-1,270
47217-5,1183
47237-3,1330
47252-2,4124
47253-0,638
47254-8,638
47277-9,1104
47278-7,1104
47279-5,1104
47280-3,1104
47281-1,1104
47282-9,1104
47283-7,1104
47284-5,1104
47291-0,280
47292-8,280
47293-6,5204
47294-4,5215
47295-1,5215
47299-3,1455
473-9,270
47300-9,1460
47302-5,1202
47308-2,4328
47312-4,1730
47313-2,1730
47314-0,3733
47315-7,3733
47318-1,1472
47322-3,1457
47359-5,4122
47384-3,968
47385-0,1651
47386-8,1659
47388-4,1319
47390-0,1431
47395-9,1651
47399-1,1103
474-7,277
47404-9,1662
47407-2,1630
47412-2,1757
47414-8,1671
47415-5,1659
47419-7,3777
47435-3,1719
47545-9,466
47599-6,999
476-2,270
47600-2,1809
47610-1,1624
47620-0,1630
47622-6,413
47670-5,7422
47678-8,1521
47699-4,477
477-0,270
47716-6,999
47720-8,999
47729-9,1803
47730-7,1803
47731-5,1803
47739-8,1630
47751-3,1803
47754-7,1803
47778-6,1803
47798-4,1418
478-8,277
47859-4,412
47863-6,1521
47870-1,1803
47897-4,1803
47900-6,1803
47907-1,1803
47914-7,1803
47980-8,1664
47981-6,991
48-9,270
480-4,270
48022-8,1127
48036-8,1630
48048-3,5209
48049-1,1630
48050-9,1630
48051-7,5202
48055-8,5222
48058-2,1022
48061-6,5291
48062-4,5291
48065-7,1022
48066-5,1022
48067-3,1022
48068-1,1110
48069-9,1104
48070-7,323
48071-5,316
48090-5,996
481-2,270
48104-4,462
48109-3,412
48115-0,990
48120-0,1803
48122-6,1803
48127-5,1803
48131-7,1803
48138-2,814
48159-8,3785
48160-6,1755
48166-3,321
48169-7,274
48170-5,274
48173-9,274
48177-0,274
482-0,277
48266-1,1201
48305-7,638
48306-5,638
48307-3,4117
48308-1,1555
48310-7,4242
48312-3,1334
48313-1,1334
48336-2,4317
48343-8,1120
48344-6,1127
48359-4,4328
48388-3,968
48389-1,884
48395-8,638
484-6,270
48400-6,4228
48402-2,966
48403-0,1659
48411-3,5215
48419-6,1183
48421-2,1804
48423-8,693
48424-6,693
48425-3,7335
48429-5,1204
48495-6,779
485-3,270
48500-3,1302
48502-9,1479
48503-7,1479
48504-5,1479
48505-2,1479
48506-0,1479
48510-2,4122
48511-0,4122
48551-6,4122
48552-4,4122
48554-0,1498
48555-7,2109
48556-5,2109
48561-5,5222
48562-3,5222
48563-1,5222
48564-9,5222
48565-6,5222
48566-4,5222
48567-2,5222
48568-0,5222
48569-8,5222
48570-6,473
48571-4,473
48572-2,473
48573-0,473
48574-8,4125
48575-5,4125
48576-3,4123
48581-3,472
48582-1,472
48583-9,472
48586-2,7310
48592-0,1021
48594-6,1479
48595-3,1013
48597-9,1054
486-1,277
48611-8,270
48612-6,1508
48613-4,1508
48614-2,1573
48621-7,638
48634-0,638
48666-2,1385
48667-0,1816
48668-8,1616
48669-6,1613
48685-2,274
48704-1,1104
48705-8,1104
48706-6,1109
48707-4,1120
48710-8,5222
48712-4,5204
48713-2,1252
48719-9,3249
48720-7,3249
48721-5,1252
48722-3,5231
48724-9,5219
48727-2,5219
48741-3,5209
48782-7,968
48783-5,968
48794-2,1000
48795-9,1000
488-7,270
48806-4,5207
48818-9,906
48819-7,41
48820-5,41
48848-6,3249
48849-4,3249
48882-5,1252
48883-3,1252
48884-1,1252
48885-8,1252
48888-2,3249
48889-0,3249
48891-6,3249
48892-4,3248
48893-2,3249
489-5,270
48906-2,1318
48907-0,1318
48934-4,659
48939-3,659
48942-7,659
48944-3,659
48946-8,659
48948-4,1668
48956-7,659
48957-5,659
48959-1,1668
48960-9,659
48961-7,659
48963-3,659
48964-1,659
48973-2,1630
48982-3,5222
48984-9,412
48985-6,412
49-7,270
490-3,277
49011-0,1011
49023-5,1133
49029-2,476
49030-0,4006
49031-8,1103
49041-7,1136
49042-5,701
49043-3,701
49047-4,635
49056-5,5249
49060-7,186
49064-9,1572
49080-5,274
49081-3,321
49097-9,991
49103-5,219
49110-0,5253
49111-8,219
49121-7,1104
49127-4,250
49134-0,413
49136-5,1526
492-9,270
49223-1,5222
49224-9,5205
49226-4,4117
49227-2,4117
49241-3,1414
49245-4,7302
49246-2,320
49248-8,991
49255-3,1632
49256-1,477
49257-9,478
49260-3,1573
49265-2,1572
49269-4,468
49271-0,1616
49272-8,1616
49274-4,1572
49275-1,1572
49276-9,1620
49277-7,1620
49278-5,1620
49282-7,478
49283-5,477
49288-4,983
49291-8,638
49292-6,638
49293-4,614
49295-9,614
49296-7,1572
49297-5,1572
49298-3,1572
49299-1,635
493-7,270
49300-7,1620
49301-5,635
49305-6,78
49308-0,1463
49311-4,1453
49316-3,1114
49317-1,1120
49322-1,1120
49323-9,1114
49328-8,968
49357-7,4120
49358-5,4120
49360-1,4120
49368-4,4120
494-5,277
49485-6,1011
49500-2,1632
49501-0,1632
49502-8,1518
49503-6,1462
49516-8,1671
49517-6,1671
49519-2,3780
49522-6,4242
49529-1,4242
49533-3,3733
49534-1,4242
49539-0,1714
49550-7,1103
49552-3,477
49563-0,7335
49585-3,4004
49599-4,1103
496-0,270
49607-5,4125
49625-7,1103
49639-8,191
49640-6,1026
49656-2,805
49661-2,805
49679-4,1103
49690-1,665
49691-9,1663
49693-5,1743
49694-3,999
49696-8,999
49698-4,999
497-8,270
49701-6,999
49713-1,3761
49730-5,4307
49741-2,4354
49742-0,4354
49743-8,4354
49744-6,4354
49751-1,659
49752-9,659
49753-7,659
49755-2,2009
49758-6,4124
49766-9,1630
49767-7,6332
49768-5,6332
49769-3,6332
49770-1,6332
49775-0,1740
49776-8,1743
49778-4,1183
49779-2,620
498-6,277
49829-5,659
49830-3,1659
49831-1,659
49839-4,219
49843-6,182
49844-4,182
49849-3,990
49852-7,614
49855-0,968
49864-2,968
49865-9,178
49868-3,968
49869-1,1204
49870-9,1028
49871-7,968
49875-8,1204
49876-6,662
49891-5,24
49896-4,24
49899-8,1204
49902-0,991
49911-1,991
49916-0,1204
49925-1,1518
49926-9,1518
49927-7,1511
49929-3,691
49930-1,1521
49959-0,5201
49964-0,1104
49973-1,1302
49974-9,1302
49975-6,1302
49976-4,1302
49977-2,1302
49978-0,1302
49979-8,1302
49980-6,1302
49981-4,1302
49982-2,1302
49983-0,1302
49984-8,1302
49991-3,1302
49992-1,1302
49993-9,1302
49994-7,1302
49995-4,1302
49996-2,1302
49997-0,1302
49998-8,1302
49999-6,1011
5-9,277
50-5,277
500-9,270
50000-9,1508
50001-7,1508
50002-5,1508
50003-3,1508
50004-1,1508
50012-4,1153
50013-2,1508
50019-9,1181
50024-9,4204
50026-4,1202
50027-2,1204
50028-0,1204
50029-8,1204
50030-6,1204
50031-4,968
50032-2,1204
50033-0,968
50041-3,631
50054-6,991
50059-5,635
5007-0,4120
5008-8,4120
5009-6,4120
501-7,270
5010-4,4123
5011-2,4123
5012-0,4123
50145-2,1657
50185-8,1204
50186-6,1205
502-5,277
50221-1,5201
50222-9,5201
50223-7,2009
50224-5,5201
50225-2,5201
50227-8,5201
50228-6,5201
50229-4,5201
5023-7,4101
50230-2,5201
50231-0,5201
50232-8,2009
50234-4,5201
50235-1,219
50236-9,2009
50237-7,5201
50238-5,2009
50239-3,2009
50240-1,5201
50260-9,1104
50265-8,1657
50292-2,1657
50313-6,5207
50340-9,5209
50341-7,5210
50350-8,1205
50351-6,1204
50352-4,1205
50353-2,1204
50354-0,1204
50355-7,1205
50356-5,1204
50360-7,991
50362-3,1204
50363-1,1204
50364-9,1205
50366-4,884
50367-2,991
50368-0,638
50369-8,1204
5037-7,1492
50370-6,1204
50371-4,638
50373-0,1106
50374-8,1106
50375-5,5230
5038-5,1492
50380-5,593
50381-3,593
50386-2,1204
50389-6,5210
5039-3,1492
504-1,270
5040-1,6349
50404-3,5231
50408-4,635
5041-9,1701
50410-0,1020
5043-5,1489
5045-0,4362
5048-4,1453
5049-2,4362
505-8,270
5052-6,6307
50541-2,1803
50544-6,1377
50552-9,5201
50553-7,5201
50558-6,5201
50560-2,5201
50562-8,5201
50592-5,659
50593-3,1659
50594-1,659
506-6,277
5060-9,1301
50605-5,1508
50606-3,1508
50609-7,1102
5061-7,1301
50610-5,4004
50611-3,1671
50613-9,1508
50614-7,1508
50615-4,1508
50616-2,1508
50617-0,1508
50619-6,906
5062-5,1301
50628-7,638
50629-5,1472
5063-3,1301
50630-3,274
50631-1,274
50632-9,274
50633-7,270
50634-5,1204
50635-2,1204
50636-0,1205
50638-6,1204
5064-1,1301
50640-2,1103
50641-0,1103
50642-8,24
50645-1,461
50646-9,966
50647-7,966
50648-5,966
50649-3,966
5065-8,1301
50650-1,1205
50651-9,1202
50652-7,1202
50653-5,1201
50654-3,1201
50655-0,1202
50656-8,1202
50657-6,1202
50658-4,1106
50664-2,1103
50665-9,1103
50667-5,413
50670-9,1104
50672-5,1104
50674-1,1104
50678-2,1204
50680-8,1204
50692-3,3761
50694-9,1773
50696-4,1735
50701-2,4242
50709-5,1734
50714-5,1204
50723-6,1103
50724-4,1106
50725-1,1106
50726-9,1102
50749-1,2004
50758-2,1747
5076-5,1460
50761-6,1151
50762-4,1151
50763-2,1151
50764-0,1151
50765-7,1114
50766-5,280
5077-3,1453
50773-1,1151
50775-6,1823
5078-1,1308
50783-0,1103
50784-8,1103
50785-5,1103
5079-9,3309
50791-3,1114
50792-1,1572
50793-9,1572
50794-7,1112
50795-4,1112
50796-2,1572
50797-0,1572
508-2,270
5080-7,3309
5081-5,3309
50820-0,999
50824-2,321
50873-9,2012
5089-8,1307
509-0,270
5090-6,1307
50901-8,638
50932-3,638
50941-4,1241
50944-8,1011
50945-5,1011
50946-3,1011
50947-1,1011
50948-9,467
50956-2,1691
50958-8,1153
50959-6,1153
50966-1,1667
50972-9,1103
50973-7,1103
50974-5,1103
50975-2,1103
50976-0,1103
50978-6,1572
50992-7,1816
510-8,277
51005-7,701
51006-5,1153
51007-3,1153
51008-1,1205
51009-9,1103
51010-7,1103
51013-1,1103
51014-9,1103
51016-4,1103
51018-0,1103
51020-6,1103
51022-2,1103
51023-0,1103
51025-5,1103
51026-3,1103
51028-9,1103
51029-7,1103
51031-3,1103
51032-1,1103
51034-7,1103
51035-4,1103
51037-0,1103
51038-8,1103
51040-4,1103
51041-2,1103
51043-8,1103
51044-6,1103
51046-1,1103
51047-9,1103
51049-5,1103
51050-3,1103
51052-9,1103
51053-7,1103
51055-2,1103
51056-0,1103
51058-6,1103
51059-4,1103
51061-0,1103
51062-8,1103
51064-4,1103
51066-9,1103
51067-7,1103
51069-3,1103
51070-1,1103
51072-7,1103
51073-5,1103
51075-0,1103
51077-6,1103
51078-4,1103
51080-0,1103
51081-8,1103
51083-4,1103
51084-2,1103
51086-7,1103
51087-5,1103
51089-1,1103
51090-9,1103
51092-5,1103
51093-3,1103
51095-8,1103
51096-6,1103
51098-2,1103
51099-0,1103
51101-4,1103
51103-0,1103
51104-8,1103
51106-3,1103
51107-1,1103
51110-5,1103
51112-1,1103
51113-9,1103
51115-4,1103
51118-8,1103
51119-6,1103
51121-2,1103
51122-0,1103
51124-6,1103
51125-3,1103
51127-9,1103
51128-7,1103
51130-3,1103
51131-1,1103
51134-5,1103
51135-2,1103
51137-8,1103
51138-6,1103
51140-2,1103
51141-0,1103
51143-6,1103
51144-4,1103
51146-9,1103
51147-7,1103
51149-3,1103
51150-1,1103
51152-7,1103
51153-5,1103
51155-0,1103
51157-6,1103
51158-4,1103
51162-6,1103
51164-2,1103
51165-9,1103
51167-5,1103
51168-3,1103
5117-7,1573
51170-9,1103
51171-7,1103
51173-3,1103
51174-1,1103
51176-6,1103
51177-4,1103
51179-0,1103
51180-8,1103
51181-6,1103
51182-4,1103
51190-7,635
51196-4,1114
512-4,270
5120-1,4321
5121-9,3779
51213-7,2009
51216-0,1103
51221-0,1103
51224-4,1103
51229-3,1103
51234-3,1103
51237-6,1103
5124-3,3713
51243-4,1103
51245-9,1103
5125-0,1786
51251-7,1103
51255-8,1103
51258-2,1103
5126-8,3713
51262-4,1103
51268-1,1103
5127-6,1714
51276-4,1103
51280-6,1103
51284-8,1103
51286-3,1103
51289-7,1103
51293-9,1103
51298-8,1103
513-2,270
51304-4,1103
51306-9,1103
51309-3,1103
5131-8,1453
51311-9,1103
51314-3,1103
51316-8,1103
51319-2,1103
5132-6,1458
51323-4,1103
51327-5,1103
5133-4,1323
51331-7,1103
51335-8,1103
51337-4,1103
51340-8,1122
51344-0,1103
51347-3,1103
51349-9,1103
5135-9,4328
51354-9,1103
51356-4,1103
51358-0,1103
51361-4,1103
51365-5,1103
51367-1,1103
51372-1,1103
51376-2,1103
51380-4,1103
51382-0,5231
51383-8,1104
51384-6,1104
51398-6,1103
514-0,277
51400-0,1103
51403-4,1103
51405-9,1103
51417-4,638
51435-6,1572
51436-4,635
51437-2,635
51438-0,635
51439-8,635
51440-6,635
